Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-21 00:00:00-04:00,306.9997696731766,311.6011709950394,302.94636704865684,303.0219421386719,1796700,0.0,0.0
2022-09-22 00:00:00-04:00,304.54317968523253,305.55417318671965,294.0364826322442,295.66162109375,2239900,0.0,0.0
2022-09-23 00:00:00-04:00,290.5877250527419,292.70420224414784,281.0542209135973,285.31549072265625,2918500,0.0,0.0
2022-09-26 00:00:00-04:00,282.50928454498336,285.43831633892745,276.1882551024219,278.370849609375,2308800,0.0,0.0
2022-09-27 00:00:00-04:00,281.0920614813248,282.6510537024824,272.7018131503197,275.3096008300781,2007400,0.0,0.0
2022-09-28 00:00:00-04:00,277.78510142815446,285.7312705447878,276.3300285375036,284.20062255859375,2289700,0.0,0.0
2022-09-29 00:00:00-04:00,280.68572996666137,282.83998016328786,275.47015561260633,279.7786560058594,1930800,0.0,0.0
2022-09-30 00:00:00-04:00,279.67476185249467,284.48403047962177,276.55677773048563,276.887451171875,1970800,0.0,0.0
2022-10-03 00:00:00-04:00,280.78028282511343,284.6163605289913,275.0450528347594,282.65106201171875,1938800,0.0,0.0
2022-10-04 00:00:00-04:00,289.87904515155697,297.7779809860449,289.0098020675846,297.50396728515625,2399500,0.0,0.0
2022-10-05 00:00:00-04:00,289.67128148333177,293.1010819016549,286.85565489651725,291.95782470703125,1992800,0.0,0.0
2022-10-06 00:00:00-04:00,290.4366239805216,292.0333893820909,286.6855790643154,287.86663818359375,1367400,0.0,0.0
2022-10-07 00:00:00-04:00,287.2335453352996,288.3201138353034,282.65103070368565,284.4745788574219,1790100,0.0,0.0
2022-10-10 00:00:00-04:00,286.8839912099047,287.9138713099921,281.97077370075533,283.96441650390625,1309600,0.0,0.0
2022-10-11 00:00:00-04:00,281.57392669419625,285.83516801015276,277.70950505973343,277.9834899902344,2392800,0.0,0.0
2022-10-12 00:00:00-04:00,277.7756219115505,283.2462953285491,275.6213714271314,279.0228271484375,1763800,0.0,0.0
2022-10-13 00:00:00-04:00,274.40254615989244,291.7310409570753,271.8797913600283,290.1342468261719,2724900,0.0,0.0
2022-10-14 00:00:00-04:00,290.5027431595084,294.43331139271845,282.5754892961858,283.4447326660156,2397600,0.0,0.0
2022-10-17 00:00:00-04:00,287.620960714728,294.43330145290025,287.365862332413,289.7940979003906,3118600,0.0,0.0
2022-10-18 00:00:00-04:00,303.92902609962584,306.5840445523098,294.7923405499115,296.5403137207031,6428600,0.0,0.0
2022-10-19 00:00:00-04:00,295.3686487542508,297.42843742079435,291.0696058278192,294.5655517578125,2363800,0.0,0.0
2022-10-20 00:00:00-04:00,294.8867991206338,298.6189280351126,291.9577672102116,293.6679382324219,2382300,0.0,0.0
2022-10-21 00:00:00-04:00,293.8475082365074,307.8028923791057,292.4207795965019,307.16986083984375,3545700,0.0,0.0
2022-10-24 00:00:00-04:00,310.38230808696295,312.9711802120194,307.87846875056357,310.5712890625,2232600,0.0,0.0
2022-10-25 00:00:00-04:00,309.77755529660936,315.20099723931907,307.94457845662345,314.0671691894531,1837700,0.0,0.0
2022-10-26 00:00:00-04:00,316.07029726085614,319.99143648503247,315.71127952046567,317.17578125,2176700,0.0,0.0
2022-10-27 00:00:00-04:00,320.59614760535123,323.07164301473745,317.96947316191324,318.5836181640625,1998800,0.0,0.0
2022-10-28 00:00:00-04:00,319.8496989981949,323.6857767460208,317.4686941723051,322.96771240234375,1677100,0.0,0.0
2022-10-31 00:00:00-04:00,322.2590312887977,327.08718648841074,321.78660770365605,325.5093078613281,2224000,0.0,0.0
2022-11-01 00:00:00-04:00,326.0951525215154,329.45880659511596,324.8101452025207,329.3548583984375,2316600,0.0,0.0
2022-11-02 00:00:00-04:00,328.44774648471235,337.7261519890209,327.61627641764136,330.4980773925781,3221200,0.0,0.0
2022-11-03 00:00:00-04:00,328.3344091362214,331.32958751247764,323.6952058232563,329.62884521484375,2515600,0.0,0.0
2022-11-04 00:00:00-04:00,334.475871451173,338.6143063385716,331.85865537982255,338.17022705078125,3172700,0.0,0.0
2022-11-07 00:00:00-05:00,340.15449363600663,342.94177593536466,338.7466515187341,342.5638427734375,2526900,0.0,0.0
2022-11-08 00:00:00-05:00,342.3181294827205,346.9384461374171,341.52446129379587,343.9432678222656,3501300,0.0,0.0
2022-11-09 00:00:00-05:00,342.9323148918261,346.90065597138465,340.9764741984458,342.0346984863281,3047200,0.0,0.0
2022-11-10 00:00:00-05:00,349.59348159176386,359.4482314633935,349.34781208037816,357.4451599121094,3790400,0.0,0.0
2022-11-11 00:00:00-05:00,359.0419460004401,365.6558765846587,357.8608869675439,363.92681884765625,3409100,0.0,0.0
2022-11-14 00:00:00-05:00,362.82132227093695,365.9393064754236,359.51435709398834,361.2717590332031,2609100,0.0,0.0
2022-11-15 00:00:00-05:00,364.6921855883461,368.0936129346621,359.65613313383903,361.7631530761719,3192400,0.0,0.0
2022-11-16 00:00:00-05:00,362.0749089195443,364.14412671706276,359.05141500083533,361.2434387207031,2303700,0.0,0.0
2022-11-17 00:00:00-05:00,356.34909282028457,360.6670511671549,354.32713493609367,358.83404541015625,2297600,0.0,0.0
2022-11-18 00:00:00-05:00,360.2513412771765,361.7158429115868,356.5759006425362,358.28607177734375,2384500,0.0,0.0
2022-11-21 00:00:00-05:00,358.0026392959536,359.7694991487056,354.71458911759646,359.2403869628906,1877500,0.0,0.0
2022-11-22 00:00:00-05:00,360.3647429359121,364.5504094208706,360.3647429359121,362.6985168457031,2019400,0.0,0.0
2022-11-23 00:00:00-05:00,362.726838395542,366.7896987019378,362.26387248935487,364.9472351074219,1865400,0.0,0.0
2022-11-25 00:00:00-05:00,364.4842657850147,367.9612965672912,363.9362382606923,367.41326904296875,1129300,0.0,0.0
2022-11-28 00:00:00-05:00,364.1724468372513,366.969215290559,359.8828613399548,361.2717590332031,2232200,0.0,0.0
2022-11-29 00:00:00-05:00,360.1095789039841,363.6999863409084,358.3427194450707,362.5472717285156,1746900,0.0,0.0
2022-11-30 00:00:00-05:00,363.7741800341933,367.2454833984375,356.7364631402021,367.2454833984375,2964100,2.5,0.0
2022-12-01 00:00:00-05:00,367.57832898110047,367.57832898110047,361.82452716144843,365.02001953125,1706300,0.0,0.0
2022-12-02 00:00:00-05:00,362.84210332328536,363.79314681713043,359.8748522662559,361.9481201171875,1932300,0.0,0.0
2022-12-05 00:00:00-05:00,360.01753426037953,360.3218751704987,351.22990090140297,353.3507385253906,2329600,0.0,0.0
2022-12-06 00:00:00-05:00,351.39158209742726,352.23799576659826,342.6895103764039,345.1432189941406,3081900,0.0,0.0
2022-12-07 00:00:00-05:00,344.74378154971333,347.41621171494006,340.61625585315846,342.29962158203125,2128200,0.0,0.0
2022-12-08 00:00:00-05:00,344.3063164807978,344.8388985797614,338.62858497617947,340.5496826171875,1967800,0.0,0.0
2022-12-09 00:00:00-05:00,339.24674236923056,343.93540920844504,338.77122058613526,341.55780029296875,1588800,0.0,0.0
2022-12-12 00:00:00-05:00,341.01572713698306,346.18940689348796,338.89488935776933,345.4000244140625,1750400,0.0,0.0
2022-12-13 00:00:00-05:00,356.289459959342,360.02705425197286,347.6159471793099,350.6402587890625,3062600,0.0,0.0
2022-12-14 00:00:00-05:00,349.042483584109,350.7733606930494,341.8525970591434,342.737060546875,2519700,0.0,0.0
2022-12-15 00:00:00-05:00,337.1259279713664,338.67610457771497,330.90609502927003,332.70355224609375,3163700,0.0,0.0
2022-12-16 00:00:00-05:00,328.18610748819157,330.7539367766937,326.59788095468554,329.3939514160156,5008800,0.0,0.0
2022-12-19 00:00:00-05:00,329.31784100713253,331.3435684209939,325.85605756269,327.7391052246094,1646700,0.0,0.0
2022-12-20 00:00:00-05:00,329.05156539792534,330.4115798018435,326.6739564013831,327.625,1623000,0.0,0.0
2022-12-21 00:00:00-05:00,331.21044852852447,333.70217807993123,329.90752345954814,333.0174255371094,1923100,0.0,0.0
2022-12-22 00:00:00-05:00,330.16428617356155,331.0106998507459,323.2406902092915,328.66162109375,1528900,0.0,0.0
2022-12-23 00:00:00-05:00,327.95788077313927,330.7349409336739,326.3125648503468,328.5950927734375,1062000,0.0,0.0
2022-12-27 00:00:00-05:00,329.54607794579283,330.72536254627454,325.05715166272773,325.22833251953125,1035000,0.0,0.0
2022-12-28 00:00:00-05:00,323.8303389781647,326.06529719579237,322.6890750727877,324.1822204589844,1117200,0.0,0.0
2022-12-29 00:00:00-05:00,325.67538891846164,327.7676965520386,324.53412493222896,326.6169128417969,1273600,0.0,0.0
2022-12-30 00:00:00-05:00,325.0096409698972,326.86418765862237,322.7842023575559,326.5693664550781,1031400,0.0,0.0
2023-01-03 00:00:00-05:00,328.5855416826025,331.5337824488632,326.02723224892094,329.2702941894531,1589700,0.0,0.0
2023-01-04 00:00:00-05:00,330.9917185953668,333.1600969449394,328.1861282333079,330.6778869628906,1881000,0.0,0.0
2023-01-05 00:00:00-05:00,327.3966965672519,328.24313914036713,323.4879220515182,326.9306945800781,1397800,0.0,0.0
2023-01-06 00:00:00-05:00,330.2974023045396,331.9141878951085,324.25829918201754,331.0392150878906,3097800,0.0,0.0
2023-01-09 00:00:00-05:00,334.65321962307434,339.04703631954897,332.38973125857603,335.7183837890625,1989000,0.0,0.0
2023-01-10 00:00:00-05:00,335.37600112580554,339.998058705862,333.34075405987306,339.8648986816406,1610100,0.0,0.0
2023-01-11 00:00:00-05:00,341.3010133486919,347.6064370837461,338.77123388052354,346.6363830566406,2127000,0.0,0.0
2023-01-12 00:00:00-05:00,348.3101679097618,351.9812109726843,344.8198544602545,351.82904052734375,2103100,0.0,0.0
2023-01-13 00:00:00-05:00,345.6948300594474,356.02317868303606,344.6201461440022,355.6903076171875,3310200,0.0,0.0
2023-01-17 00:00:00-05:00,346.9406887581579,348.8332852313723,327.158993767671,332.7891845703125,14448300,0.0,0.0
2023-01-18 00:00:00-05:00,331.267554199099,337.42080820397877,330.7729928915925,331.9998474121094,5585200,0.0,0.0
2023-01-19 00:00:00-05:00,329.0896251646912,334.9195272432944,328.6045836272755,333.57855224609375,3100400,0.0,0.0
2023-01-20 00:00:00-05:00,332.74164640597013,335.00513499948624,321.6524736567311,325.1047668457031,11247200,0.0,0.0
2023-01-23 00:00:00-05:00,324.94303684510334,332.4467547699524,319.7027780107791,332.0473327636719,4915700,0.0,0.0
